epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
187,148.321,1.00286,0.70387,0.96499,0.69188,0.58523,0.64849,0.38643,1.35853,1.0881,1.13271,0.0001586,0.0001586,0.0001586
188,148.91,1.00649,0.72338,0.95198,0.65525,0.64205,0.65113,0.3863,1.36137,1.0875,1.13399,0.0001487,0.0001487,0.0001487
189,149.489,0.91398,0.6952,0.94963,0.65525,0.64205,0.65113,0.3863,1.36137,1.0875,1.13399,0.0001388,0.0001388,0.0001388
190,150.072,0.95636,0.72355,0.9444,0.66952,0.64461,0.65409,0.3899,1.36301,1.07754,1.13736,0.0001289,0.0001289,0.0001289
191,165.869,0.91644,0.74409,0.93285,0.66952,0.64461,0.65409,0.3899,1.36301,1.07754,1.13736,0.000119,0.000119,0.000119
192,166.539,1.00861,0.80089,0.9442,0.66568,0.61932,0.66139,0.38951,1.3604,1.07318,1.13925,0.0001091,0.0001091,0.0001091
193,167.071,0.96668,0.76034,0.9413,0.66568,0.61932,0.66139,0.38951,1.3604,1.07318,1.13925,9.92e-05,9.92e-05,9.92e-05
194,167.642,0.93528,0.71853,0.94308,0.70052,0.59659,0.67852,0.39334,1.35216,1.07186,1.13072,8.93e-05,8.93e-05,8.93e-05
195,168.172,0.90243,0.68568,0.92068,0.70052,0.59659,0.67852,0.39334,1.35216,1.07186,1.13072,7.94e-05,7.94e-05,7.94e-05
196,168.719,0.93987,0.7166,0.95835,0.72651,0.59091,0.67884,0.39534,1.35337,1.08053,1.13117,6.95e-05,6.95e-05,6.95e-05
197,169.245,0.88945,0.65361,0.9357,0.72651,0.59091,0.67884,0.39534,1.35337,1.08053,1.13117,5.96e-05,5.96e-05,5.96e-05
198,169.791,0.86849,0.66474,0.93262,0.71173,0.59091,0.68185,0.40041,1.35146,1.09038,1.12966,4.97e-05,4.97e-05,4.97e-05
199,170.304,0.86294,0.65636,0.9165,0.71173,0.59091,0.68185,0.40041,1.35146,1.09038,1.12966,3.98e-05,3.98e-05,3.98e-05
200,170.841,0.92697,0.71172,0.93738,0.7132,0.58523,0.68051,0.39926,1.35251,1.0898,1.12919,2.99e-05,2.99e-05,2.99e-05
